time,budget_level,food_type,occasion,customer_type,delivery_preference,payment_method,persona
11,high,fast_casual,casual_outing,student,self_pickup,card,fast_casual
11,low,fast_casual,daily_meal,working_professional,self_pickup,cash,fast_casual
12,medium,fast_casual,celebration,working_professional,self_pickup,upi,fast_casual
14,medium,fast_casual,casual_outing,family,self_pickup,cash,fast_casual
13,medium,fast_casual,daily_meal,working_professional,app_delivery,cash,fast_casual
11,high,fast_casual,casual_outing,working_professional,self_pickup,upi,fast_casual
14,medium,fast_casual,daily_meal,working_professional,app_delivery,paytm,fast_casual
13,medium,fast_casual,daily_meal,family,no_delivery,card,fast_casual
11,medium,fast_casual,daily_meal,working_professional,app_delivery,cash,fast_casual
11,medium,fast_casual,casual_outing,working_professional,app_delivery,cash,fast_casual
13,high,fast_casual,celebration,student,app_delivery,card,fast_casual
14,low,fast_casual,casual_outing,family,no_delivery,card,fast_casual
12,low,fast_casual,casual_outing,student,app_delivery,upi,fast_casual
12,medium,fast_casual,casual_outing,family,self_pickup,card,fast_casual
13,medium,fast_casual,daily_meal,working_professional,app_delivery,card,fast_casual
12,medium,fast_casual,casual_outing,family,no_delivery,cash,fast_casual
12,medium,fast_casual,celebration,family,self_pickup,card,fast_casual
9,high,fast_casual,casual_outing,family,self_pickup,card,fast_casual
11,medium,fast_casual,daily_meal,family,self_pickup,cash,fast_casual
11,medium,fast_casual,daily_meal,family,app_delivery,cash,fast_casual
11,medium,fast_casual,daily_meal,working_professional,self_pickup,cash,fast_casual
14,medium,fast_casual,daily_meal,family,no_delivery,cash,fast_casual
13,high,fast_casual,casual_outing,working_professional,self_pickup,upi,fast_casual
10,medium,fast_casual,casual_outing,working_professional,self_pickup,card,fast_casual
12,medium,fast_casual,daily_meal,family,self_pickup,upi,fast_casual
11,high,fast_casual,casual_outing,working_professional,no_delivery,card,fast_casual
11,medium,fast_casual,daily_meal,student,self_pickup,upi,fast_casual
9,low,fast_casual,daily_meal,student,app_delivery,upi,fast_casual
12,medium,fast_casual,daily_meal,working_professional,no_delivery,card,fast_casual
12,medium,fast_casual,daily_meal,family,no_delivery,cash,fast_casual
12,medium,fast_casual,celebration,family,no_delivery,cash,fast_casual
11,medium,fast_casual,daily_meal,student,self_pickup,upi,fast_casual
11,medium,fast_casual,daily_meal,student,self_pickup,cash,fast_casual
9,high,fast_casual,event,family,no_delivery,upi,fast_casual
10,medium,fast_casual,casual_outing,family,no_delivery,upi,fast_casual
10,medium,fast_casual,celebration,student,app_delivery,upi,fast_casual
11,medium,fast_casual,casual_outing,working_professional,app_delivery,upi,fast_casual
9,high,fast_casual,casual_outing,student,self_pickup,card,fast_casual
12,medium,fast_casual,daily_meal,family,no_delivery,card,fast_casual
10,medium,fast_casual,celebration,food_enthusiast,no_delivery,upi,fast_casual
10,medium,fast_casual,daily_meal,working_professional,app_delivery,cash,fast_casual
13,high,fast_casual,daily_meal,family,no_delivery,card,fast_casual
9,medium,fast_casual,daily_meal,family,self_pickup,upi,fast_casual
16,medium,fast_casual,daily_meal,student,self_pickup,upi,fast_casual
11,low,fast_casual,casual_outing,working_professional,app_delivery,cash,fast_casual
14,medium,fast_casual,casual_outing,family,self_pickup,upi,fast_casual
11,medium,fast_casual,daily_meal,event_planner,self_pickup,upi,fast_casual
11,medium,fast_casual,celebration,family,self_pickup,upi,fast_casual
11,medium,fast_casual,casual_outing,family,app_delivery,cash,fast_casual
10,medium,fast_casual,daily_meal,working_professional,app_delivery,upi,fast_casual
12,low,fast_casual,daily_meal,student,app_delivery,cash,fast_casual
10,high,fast_casual,casual_outing,student,app_delivery,online_transfer,fast_casual
10,medium,fast_casual,daily_meal,family,no_delivery,cash,fast_casual
13,high,fast_casual,celebration,working_professional,app_delivery,upi,fast_casual
12,low,fast_casual,celebration,student,app_delivery,upi,fast_casual
11,low,fast_casual,daily_meal,student,app_delivery,cash,fast_casual
9,high,fast_casual,event,student,self_pickup,card,fast_casual
11,medium,fast_casual,casual_outing,family,self_pickup,card,fast_casual
11,medium,fast_casual,celebration,family,no_delivery,card,fast_casual
11,medium,fast_casual,celebration,student,app_delivery,cash,fast_casual
13,medium,fast_casual,casual_outing,food_enthusiast,self_pickup,upi,fast_casual
14,low,fast_casual,daily_meal,student,app_delivery,upi,fast_casual
12,medium,fast_casual,celebration,student,self_pickup,card,fast_casual
12,high,fast_casual,celebration,family,self_pickup,upi,fast_casual
11,medium,fast_casual,casual_outing,family,app_delivery,upi,fast_casual
11,low,fast_casual,daily_meal,family,no_delivery,card,fast_casual
12,medium,fast_casual,daily_meal,family,no_delivery,card,fast_casual
11,medium,fast_casual,celebration,working_professional,app_delivery,upi,fast_casual
14,low,fast_casual,casual_outing,student,app_delivery,cash,fast_casual
8,medium,fast_casual,daily_meal,student,app_delivery,upi,fast_casual
13,medium,fast_casual,daily_meal,family,no_delivery,upi,fast_casual
10,medium,fast_casual,casual_outing,family,no_delivery,cash,fast_casual
14,low,fast_casual,casual_outing,family,self_pickup,paytm,fast_casual
12,medium,fast_casual,daily_meal,student,no_delivery,upi,fast_casual
11,high,fast_casual,daily_meal,student,app_delivery,card,fast_casual
12,low,fast_casual,daily_meal,working_professional,app_delivery,upi,fast_casual
14,medium,fast_casual,daily_meal,working_professional,app_delivery,upi,fast_casual
12,high,fast_casual,event,working_professional,app_delivery,upi,fast_casual
11,medium,fast_casual,celebration,student,app_delivery,cash,fast_casual
12,medium,fast_casual,celebration,family,app_delivery,paytm,fast_casual
12,medium,fast_casual,daily_meal,student,app_delivery,cash,fast_casual
13,low,fast_casual,daily_meal,working_professional,app_delivery,cash,fast_casual
10,high,fast_casual,casual_outing,food_enthusiast,no_delivery,card,fast_casual
10,medium,fast_casual,casual_outing,working_professional,app_delivery,card,fast_casual
12,high,fast_casual,daily_meal,student,no_delivery,card,fast_casual
11,high,fast_casual,casual_outing,family,self_pickup,card,fast_casual
13,medium,fast_casual,casual_outing,food_enthusiast,no_delivery,card,fast_casual
12,high,fast_casual,casual_outing,family,no_delivery,card,fast_casual
11,medium,fast_casual,daily_meal,family,self_pickup,upi,fast_casual
14,high,fast_casual,event,working_professional,app_delivery,upi,fast_casual
9,medium,fast_casual,daily_meal,working_professional,app_delivery,upi,fast_casual
12,high,fast_casual,celebration,working_professional,self_pickup,upi,fast_casual
14,medium,fast_casual,casual_outing,working_professional,self_pickup,cash,fast_casual
11,medium,fast_casual,celebration,family,self_pickup,upi,fast_casual
12,medium,fast_casual,casual_outing,family,no_delivery,cash,fast_casual
11,low,fast_casual,daily_meal,food_enthusiast,self_pickup,cash,fast_casual
13,medium,fast_casual,celebration,working_professional,app_delivery,paytm,fast_casual
11,medium,fast_casual,daily_meal,student,no_delivery,cash,fast_casual
13,high,fast_casual,daily_meal,family,self_pickup,upi,fast_casual
14,low,fast_casual,daily_meal,student,app_delivery,upi,fast_casual
13,medium,fast_casual,casual_outing,family,self_pickup,upi,fast_casual
10,medium,fast_casual,celebration,family,no_delivery,cash,fast_casual
12,medium,fast_casual,celebration,family,self_pickup,card,fast_casual
10,medium,fast_casual,daily_meal,student,self_pickup,upi,fast_casual
13,medium,fast_casual,celebration,student,app_delivery,card,fast_casual
13,medium,fast_casual,daily_meal,family,app_delivery,upi,fast_casual
13,high,fast_casual,casual_outing,event_planner,no_delivery,card,fast_casual
9,medium,fast_casual,daily_meal,student,app_delivery,card,fast_casual
13,medium,fast_casual,daily_meal,family,no_delivery,paytm,fast_casual
10,medium,fast_casual,casual_outing,student,app_delivery,upi,fast_casual
12,medium,fast_casual,daily_meal,working_professional,app_delivery,cash,fast_casual
9,low,fast_casual,daily_meal,working_professional,app_delivery,cash,fast_casual
13,medium,fast_casual,casual_outing,working_professional,app_delivery,cash,fast_casual
12,medium,fast_casual,daily_meal,working_professional,self_pickup,upi,fast_casual
12,high,fast_casual,celebration,family,self_pickup,upi,fast_casual
10,medium,fast_casual,celebration,family,no_delivery,upi,fast_casual
11,medium,fast_casual,casual_outing,family,no_delivery,cash,fast_casual
9,high,fast_casual,celebration,working_professional,app_delivery,upi,fast_casual
12,medium,fast_casual,daily_meal,family,self_pickup,card,fast_casual
12,low,fast_casual,daily_meal,family,no_delivery,cash,fast_casual
11,medium,fast_casual,casual_outing,family,app_delivery,paytm,fast_casual
10,medium,fast_casual,casual_outing,student,app_delivery,upi,fast_casual
15,low,fast_casual,daily_meal,working_professional,self_pickup,cash,fast_casual
11,medium,fast_casual,daily_meal,family,app_delivery,upi,fast_casual
11,medium,fast_casual,daily_meal,food_enthusiast,self_pickup,card,fast_casual
13,medium,fast_casual,casual_outing,family,no_delivery,upi,fast_casual
13,medium,fast_casual,casual_outing,family,app_delivery,cash,fast_casual
11,medium,fast_casual,daily_meal,student,app_delivery,cash,fast_casual
12,low,fast_casual,casual_outing,student,self_pickup,upi,fast_casual
10,medium,fast_casual,casual_outing,family,self_pickup,cash,fast_casual
9,high,fast_casual,casual_outing,working_professional,app_delivery,upi,fast_casual
10,low,fast_casual,daily_meal,working_professional,app_delivery,card,fast_casual
13,medium,fast_casual,daily_meal,family,no_delivery,cash,fast_casual
11,high,fast_casual,celebration,working_professional,app_delivery,online_transfer,fast_casual
10,medium,fast_casual,casual_outing,food_enthusiast,no_delivery,cash,fast_casual
14,medium,fast_casual,daily_meal,family,self_pickup,cash,fast_casual
13,medium,fast_casual,daily_meal,food_enthusiast,no_delivery,paytm,fast_casual
12,medium,fast_casual,casual_outing,family,self_pickup,card,fast_casual
10,medium,fast_casual,casual_outing,event_planner,self_pickup,paytm,fast_casual
10,medium,fast_casual,casual_outing,family,self_pickup,cash,fast_casual
11,medium,fast_casual,daily_meal,family,no_delivery,card,fast_casual
12,low,fast_casual,daily_meal,family,no_delivery,cash,fast_casual
11,medium,fast_casual,casual_outing,working_professional,self_pickup,card,fast_casual
11,medium,fast_casual,daily_meal,family,self_pickup,cash,fast_casual
10,medium,fast_casual,casual_outing,working_professional,app_delivery,card,fast_casual
11,medium,fast_casual,daily_meal,food_enthusiast,self_pickup,upi,fast_casual
11,medium,fast_casual,casual_outing,food_enthusiast,no_delivery,cash,fast_casual
6,medium,fast_casual,daily_meal,family,no_delivery,paytm,fast_casual
12,medium,fast_casual,casual_outing,food_enthusiast,self_pickup,card,fast_casual
11,medium,fast_casual,daily_meal,family,self_pickup,cash,fast_casual
13,medium,fast_casual,daily_meal,working_professional,no_delivery,upi,fast_casual
13,medium,fast_casual,celebration,student,app_delivery,upi,fast_casual
12,medium,fast_casual,casual_outing,working_professional,no_delivery,cash,fast_casual
11,medium,fast_casual,casual_outing,working_professional,app_delivery,upi,fast_casual
10,medium,fast_casual,celebration,student,self_pickup,cash,fast_casual
8,medium,fast_casual,daily_meal,family,no_delivery,card,fast_casual
11,medium,fast_casual,daily_meal,student,app_delivery,paytm,fast_casual
10,high,fast_casual,celebration,student,self_pickup,card,fast_casual
13,low,fast_casual,daily_meal,working_professional,app_delivery,cash,fast_casual
12,high,fast_casual,celebration,working_professional,app_delivery,card,fast_casual
11,low,fast_casual,daily_meal,family,no_delivery,upi,fast_casual
10,medium,fast_casual,daily_meal,working_professional,app_delivery,upi,fast_casual
10,low,fast_casual,casual_outing,family,self_pickup,cash,fast_casual
10,medium,fast_casual,daily_meal,working_professional,self_pickup,card,fast_casual
13,medium,fast_casual,daily_meal,student,app_delivery,paytm,fast_casual
12,medium,fast_casual,casual_outing,family,self_pickup,upi,fast_casual
15,medium,fast_casual,daily_meal,event_planner,no_delivery,paytm,fast_casual
12,medium,fast_casual,celebration,student,app_delivery,card,fast_casual
11,medium,fast_casual,daily_meal,event_planner,no_delivery,cash,fast_casual
10,low,fast_casual,daily_meal,student,app_delivery,upi,fast_casual
14,medium,fast_casual,daily_meal,family,self_pickup,upi,fast_casual
12,medium,fast_casual,casual_outing,working_professional,app_delivery,upi,fast_casual
10,medium,fast_casual,celebration,working_professional,app_delivery,upi,fast_casual
14,medium,fast_casual,celebration,working_professional,app_delivery,upi,fast_casual
13,medium,fast_casual,casual_outing,family,no_delivery,cash,fast_casual
12,medium,fast_casual,daily_meal,family,app_delivery,upi,fast_casual
13,medium,fast_casual,casual_outing,student,app_delivery,upi,fast_casual
9,low,fast_casual,daily_meal,working_professional,app_delivery,upi,fast_casual
13,high,fast_casual,celebration,family,self_pickup,card,fast_casual
12,high,fast_casual,celebration,family,no_delivery,card,fast_casual
10,medium,fast_casual,daily_meal,student,self_pickup,cash,fast_casual
15,medium,fast_casual,daily_meal,working_professional,app_delivery,card,fast_casual
14,medium,fast_casual,casual_outing,family,no_delivery,card,fast_casual
10,high,fast_casual,celebration,student,app_delivery,card,fast_casual
10,medium,fast_casual,casual_outing,family,app_delivery,upi,fast_casual
10,medium,fast_casual,celebration,family,no_delivery,cash,fast_casual
10,low,fast_casual,daily_meal,family,no_delivery,cash,fast_casual
13,medium,fast_casual,casual_outing,working_professional,app_delivery,card,fast_casual
12,high,fast_casual,casual_outing,working_professional,app_delivery,card,fast_casual
12,medium,fast_casual,daily_meal,working_professional,app_delivery,upi,fast_casual
12,medium,fast_casual,casual_outing,student,app_delivery,card,fast_casual
12,medium,fast_casual,casual_outing,working_professional,app_delivery,card,fast_casual
9,medium,fast_casual,daily_meal,student,app_delivery,upi,fast_casual
11,medium,fast_casual,casual_outing,working_professional,self_pickup,cash,fast_casual
12,medium,fast_casual,casual_outing,family,self_pickup,upi,fast_casual
13,medium,fast_casual,daily_meal,family,no_delivery,cash,fast_casual
12,medium,fast_casual,casual_outing,family,no_delivery,cash,fast_casual
12,high,fast_casual,daily_meal,working_professional,app_delivery,upi,fast_casual
11,medium,fast_casual,daily_meal,family,self_pickup,card,fast_casual
9,medium,fast_casual,daily_meal,family,no_delivery,upi,fast_casual
11,low,fast_casual,daily_meal,family,no_delivery,cash,fast_casual
10,high,fast_casual,event,family,app_delivery,upi,fast_casual
12,medium,fast_casual,casual_outing,working_professional,app_delivery,upi,fast_casual
10,medium,fast_casual,daily_meal,working_professional,app_delivery,card,fast_casual
12,medium,fast_casual,casual_outing,family,no_delivery,upi,fast_casual
11,low,fast_casual,casual_outing,student,app_delivery,cash,fast_casual
12,low,fast_casual,daily_meal,student,self_pickup,upi,fast_casual
13,medium,fast_casual,daily_meal,student,self_pickup,cash,fast_casual
11,medium,fast_casual,casual_outing,family,no_delivery,card,fast_casual
10,medium,fast_casual,casual_outing,student,app_delivery,cash,fast_casual
9,medium,fast_casual,daily_meal,food_enthusiast,self_pickup,cash,fast_casual
13,low,fast_casual,daily_meal,family,no_delivery,cash,fast_casual
12,high,fast_casual,casual_outing,working_professional,app_delivery,card,fast_casual
12,medium,fast_casual,daily_meal,family,no_delivery,cash,fast_casual
11,low,fast_casual,daily_meal,student,self_pickup,upi,fast_casual
10,medium,fast_casual,casual_outing,working_professional,app_delivery,upi,fast_casual
10,low,fast_casual,daily_meal,student,self_pickup,paytm,fast_casual
12,low,fast_casual,daily_meal,student,self_pickup,paytm,fast_casual
7,medium,fast_casual,casual_outing,student,app_delivery,upi,fast_casual
10,medium,fast_casual,daily_meal,working_professional,app_delivery,card,fast_casual
11,medium,fast_casual,daily_meal,working_professional,self_pickup,cash,fast_casual
10,medium,fast_casual,daily_meal,food_enthusiast,self_pickup,upi,fast_casual
11,medium,fast_casual,daily_meal,working_professional,self_pickup,cash,fast_casual
10,medium,fast_casual,casual_outing,working_professional,app_delivery,upi,fast_casual
11,high,fast_casual,celebration,working_professional,app_delivery,upi,fast_casual
10,medium,fast_casual,casual_outing,family,no_delivery,upi,fast_casual
11,low,fast_casual,celebration,working_professional,app_delivery,upi,fast_casual
9,medium,fast_casual,casual_outing,family,no_delivery,upi,fast_casual
12,low,fast_casual,daily_meal,working_professional,no_delivery,upi,fast_casual
12,medium,fast_casual,celebration,working_professional,app_delivery,cash,fast_casual
15,high,fast_casual,event,student,self_pickup,card,fast_casual
12,medium,fast_casual,casual_outing,family,no_delivery,cash,fast_casual
13,high,fast_casual,event,student,self_pickup,card,fast_casual
14,low,fast_casual,daily_meal,family,self_pickup,cash,fast_casual
9,high,fast_casual,casual_outing,working_professional,app_delivery,upi,fast_casual
13,medium,fast_casual,casual_outing,family,self_pickup,cash,fast_casual
12,medium,fast_casual,casual_outing,student,app_delivery,upi,fast_casual
13,low,fast_casual,casual_outing,working_professional,app_delivery,cash,fast_casual
10,medium,fast_casual,celebration,student,app_delivery,card,fast_casual
9,medium,fast_casual,casual_outing,food_enthusiast,self_pickup,upi,fast_casual
13,high,fast_casual,daily_meal,student,self_pickup,card,fast_casual
14,medium,fast_casual,daily_meal,family,app_delivery,card,fast_casual
11,medium,fast_casual,celebration,family,self_pickup,upi,fast_casual
12,medium,fast_casual,casual_outing,student,self_pickup,upi,fast_casual
10,high,fast_casual,event,student,app_delivery,card,fast_casual
12,low,fast_casual,daily_meal,working_professional,no_delivery,upi,fast_casual
13,high,fast_casual,casual_outing,student,no_delivery,card,fast_casual
11,low,fast_casual,daily_meal,event_planner,app_delivery,cash,fast_casual
12,medium,fast_casual,casual_outing,family,no_delivery,upi,fast_casual
12,medium,fast_casual,casual_outing,working_professional,no_delivery,cash,fast_casual
12,high,fast_casual,event,family,no_delivery,card,fast_casual
11,medium,fast_casual,daily_meal,working_professional,app_delivery,upi,fast_casual
10,medium,fast_casual,casual_outing,working_professional,app_delivery,card,fast_casual
14,high,fast_casual,event,working_professional,app_delivery,card,fast_casual
10,medium,fast_casual,celebration,family,app_delivery,cash,fast_casual
12,medium,fast_casual,daily_meal,family,self_pickup,card,fast_casual
11,medium,fast_casual,daily_meal,food_enthusiast,no_delivery,cash,fast_casual
13,high,fast_casual,celebration,working_professional,self_pickup,card,fast_casual
15,medium,fast_casual,celebration,family,no_delivery,cash,fast_casual
10,medium,fast_casual,casual_outing,working_professional,app_delivery,upi,fast_casual
11,high,fast_casual,celebration,working_professional,app_delivery,card,fast_casual
11,medium,fast_casual,daily_meal,working_professional,self_pickup,cash,fast_casual
8,medium,fast_casual,daily_meal,food_enthusiast,app_delivery,upi,fast_casual
12,low,fast_casual,daily_meal,family,no_delivery,cash,fast_casual
9,medium,fast_casual,celebration,working_professional,app_delivery,upi,fast_casual
12,low,fast_casual,daily_meal,student,app_delivery,upi,fast_casual
10,medium,fast_casual,casual_outing,student,self_pickup,cash,fast_casual
10,low,fast_casual,casual_outing,food_enthusiast,self_pickup,upi,fast_casual
11,medium,fast_casual,daily_meal,student,app_delivery,upi,fast_casual
11,high,fast_casual,daily_meal,family,no_delivery,upi,fast_casual
11,low,fast_casual,daily_meal,student,app_delivery,cash,fast_casual
14,medium,fast_casual,daily_meal,working_professional,self_pickup,upi,fast_casual
12,medium,fast_casual,casual_outing,working_professional,app_delivery,cash,fast_casual
11,medium,fast_casual,casual_outing,working_professional,no_delivery,paytm,fast_casual
11,high,fast_casual,event,working_professional,app_delivery,upi,fast_casual
13,high,fast_casual,celebration,working_professional,app_delivery,card,fast_casual
12,medium,fast_casual,casual_outing,family,no_delivery,card,fast_casual
13,low,fast_casual,casual_outing,family,self_pickup,cash,fast_casual
12,high,fast_casual,daily_meal,working_professional,app_delivery,upi,fast_casual
11,medium,fast_casual,celebration,family,no_delivery,cash,fast_casual
13,medium,fast_casual,daily_meal,family,self_pickup,upi,fast_casual
11,medium,fast_casual,daily_meal,family,app_delivery,upi,fast_casual
11,medium,fast_casual,celebration,food_enthusiast,no_delivery,upi,fast_casual
12,medium,fast_casual,casual_outing,working_professional,app_delivery,cash,fast_casual
10,medium,fast_casual,casual_outing,working_professional,app_delivery,upi,fast_casual
10,low,fast_casual,daily_meal,student,app_delivery,upi,fast_casual
10,medium,fast_casual,casual_outing,family,no_delivery,paytm,fast_casual
11,medium,fast_casual,casual_outing,family,self_pickup,cash,fast_casual
10,medium,fast_casual,daily_meal,family,no_delivery,upi,fast_casual
9,medium,fast_casual,celebration,family,no_delivery,upi,fast_casual
12,medium,fast_casual,casual_outing,student,app_delivery,upi,fast_casual
10,high,fast_casual,celebration,working_professional,app_delivery,upi,fast_casual
10,medium,fast_casual,casual_outing,family,no_delivery,cash,fast_casual
13,high,fast_casual,celebration,working_professional,app_delivery,card,fast_casual
12,medium,fast_casual,casual_outing,student,app_delivery,cash,fast_casual
12,medium,fast_casual,daily_meal,family,no_delivery,cash,fast_casual
13,low,fast_casual,daily_meal,working_professional,app_delivery,paytm,fast_casual
11,medium,fast_casual,celebration,working_professional,self_pickup,card,fast_casual
10,medium,fast_casual,daily_meal,working_professional,self_pickup,upi,fast_casual
13,medium,fast_casual,daily_meal,family,self_pickup,cash,fast_casual
10,medium,fast_casual,celebration,working_professional,self_pickup,cash,fast_casual
11,medium,fast_casual,daily_meal,working_professional,app_delivery,upi,fast_casual
13,medium,fast_casual,daily_meal,family,no_delivery,cash,fast_casual
11,low,fast_casual,daily_meal,working_professional,app_delivery,upi,fast_casual
12,high,fast_casual,celebration,family,self_pickup,card,fast_casual
11,medium,fast_casual,daily_meal,family,self_pickup,cash,fast_casual
14,medium,fast_casual,daily_meal,working_professional,app_delivery,card,fast_casual
10,low,fast_casual,daily_meal,event_planner,no_delivery,cash,fast_casual
16,medium,fast_casual,daily_meal,working_professional,app_delivery,card,fast_casual
12,low,fast_casual,daily_meal,student,app_delivery,paytm,fast_casual
11,medium,fast_casual,daily_meal,food_enthusiast,self_pickup,card,fast_casual
12,high,fast_casual,celebration,working_professional,self_pickup,card,fast_casual
13,medium,fast_casual,daily_meal,food_enthusiast,no_delivery,cash,fast_casual
12,medium,fast_casual,casual_outing,family,no_delivery,upi,fast_casual
11,medium,fast_casual,celebration,family,self_pickup,card,fast_casual
13,medium,fast_casual,daily_meal,family,no_delivery,card,fast_casual
9,medium,fast_casual,daily_meal,family,self_pickup,upi,fast_casual
13,medium,fast_casual,casual_outing,family,no_delivery,upi,fast_casual
10,medium,fast_casual,daily_meal,family,self_pickup,upi,fast_casual
11,low,fast_casual,daily_meal,working_professional,self_pickup,upi,fast_casual
11,low,fast_casual,daily_meal,student,self_pickup,card,fast_casual
14,medium,fast_casual,daily_meal,family,self_pickup,upi,fast_casual
12,medium,fast_casual,casual_outing,working_professional,no_delivery,upi,fast_casual
14,medium,fast_casual,casual_outing,student,app_delivery,upi,fast_casual
10,high,fast_casual,celebration,family,self_pickup,upi,fast_casual
13,medium,fast_casual,casual_outing,student,app_delivery,cash,fast_casual
11,high,fast_casual,casual_outing,working_professional,app_delivery,card,fast_casual
13,medium,fast_casual,daily_meal,family,self_pickup,card,fast_casual
12,medium,fast_casual,daily_meal,working_professional,app_delivery,upi,fast_casual
13,medium,fast_casual,daily_meal,working_professional,self_pickup,upi,fast_casual
11,high,fast_casual,casual_outing,family,no_delivery,upi,fast_casual
12,medium,fast_casual,daily_meal,family,self_pickup,upi,fast_casual
8,medium,fast_casual,daily_meal,family,self_pickup,upi,fast_casual
13,medium,fast_casual,daily_meal,working_professional,app_delivery,paytm,fast_casual
15,high,fast_casual,daily_meal,student,self_pickup,upi,fast_casual
14,medium,fast_casual,daily_meal,food_enthusiast,self_pickup,upi,fast_casual
12,low,fast_casual,daily_meal,family,self_pickup,cash,fast_casual
11,high,fast_casual,event,working_professional,app_delivery,upi,fast_casual
9,medium,fast_casual,daily_meal,food_enthusiast,no_delivery,upi,fast_casual
10,low,fast_casual,daily_meal,working_professional,app_delivery,cash,fast_casual
7,medium,fast_casual,casual_outing,family,self_pickup,upi,fast_casual
14,low,fast_casual,daily_meal,student,app_delivery,cash,fast_casual
11,medium,fast_casual,casual_outing,family,no_delivery,cash,fast_casual
11,high,fast_casual,event,student,app_delivery,card,fast_casual
11,medium,fast_casual,casual_outing,family,no_delivery,cash,fast_casual
14,medium,fast_casual,daily_meal,family,no_delivery,cash,fast_casual
13,medium,fast_casual,casual_outing,family,no_delivery,cash,fast_casual
9,low,fast_casual,daily_meal,family,app_delivery,cash,fast_casual
11,medium,fast_casual,daily_meal,student,self_pickup,upi,fast_casual
14,medium,fast_casual,celebration,working_professional,app_delivery,card,fast_casual
13,high,fast_casual,daily_meal,student,app_delivery,card,fast_casual
12,medium,fast_casual,celebration,working_professional,app_delivery,card,fast_casual
12,medium,fast_casual,casual_outing,family,no_delivery,upi,fast_casual
12,medium,fast_casual,casual_outing,working_professional,app_delivery,card,fast_casual
12,medium,fast_casual,casual_outing,student,self_pickup,upi,fast_casual
11,high,fast_casual,celebration,family,no_delivery,card,fast_casual
11,low,fast_casual,daily_meal,working_professional,no_delivery,upi,fast_casual
10,medium,fast_casual,daily_meal,student,app_delivery,cash,fast_casual
11,medium,fast_casual,daily_meal,student,app_delivery,cash,fast_casual
10,high,fast_casual,event,event_planner,self_pickup,card,fast_casual
10,medium,fast_casual,daily_meal,working_professional,no_delivery,card,fast_casual
10,high,fast_casual,event,student,self_pickup,card,fast_casual
12,low,fast_casual,daily_meal,family,self_pickup,cash,fast_casual
10,low,fast_casual,daily_meal,working_professional,app_delivery,cash,fast_casual
13,medium,fast_casual,daily_meal,family,self_pickup,cash,fast_casual
11,low,fast_casual,celebration,family,no_delivery,cash,fast_casual
11,medium,fast_casual,casual_outing,student,app_delivery,card,fast_casual
13,high,fast_casual,event,working_professional,app_delivery,upi,fast_casual
12,medium,fast_casual,celebration,student,app_delivery,upi,fast_casual
10,medium,fast_casual,daily_meal,family,no_delivery,upi,fast_casual
10,medium,fast_casual,casual_outing,family,no_delivery,card,fast_casual
12,high,fast_casual,event,family,self_pickup,cash,fast_casual
12,medium,fast_casual,casual_outing,student,app_delivery,upi,fast_casual
10,medium,fast_casual,daily_meal,working_professional,app_delivery,cash,fast_casual
11,medium,fast_casual,daily_meal,working_professional,app_delivery,upi,fast_casual
11,high,fast_casual,casual_outing,family,self_pickup,card,fast_casual
10,low,fast_casual,daily_meal,working_professional,app_delivery,cash,fast_casual
14,high,fast_casual,event,working_professional,self_pickup,card,fast_casual
9,medium,fast_casual,daily_meal,student,app_delivery,upi,fast_casual
11,medium,fast_casual,daily_meal,student,app_delivery,paytm,fast_casual
14,low,fast_casual,daily_meal,family,self_pickup,upi,fast_casual
8,medium,fast_casual,daily_meal,working_professional,self_pickup,cash,fast_casual
12,medium,fast_casual,casual_outing,working_professional,app_delivery,cash,fast_casual
10,medium,fast_casual,celebration,working_professional,app_delivery,cash,fast_casual
13,medium,fast_casual,casual_outing,food_enthusiast,no_delivery,cash,fast_casual
10,medium,fast_casual,celebration,family,self_pickup,upi,fast_casual
12,medium,fast_casual,casual_outing,family,self_pickup,card,fast_casual
14,medium,fast_casual,daily_meal,food_enthusiast,no_delivery,upi,fast_casual
12,medium,fast_casual,casual_outing,family,no_delivery,upi,fast_casual
11,medium,fast_casual,daily_meal,family,no_delivery,cash,fast_casual
12,medium,fast_casual,casual_outing,family,app_delivery,cash,fast_casual
11,medium,fast_casual,daily_meal,student,app_delivery,card,fast_casual
11,medium,fast_casual,daily_meal,family,self_pickup,paytm,fast_casual
10,medium,fast_casual,casual_outing,working_professional,self_pickup,upi,fast_casual
12,medium,fast_casual,daily_meal,working_professional,app_delivery,card,fast_casual
11,medium,fast_casual,celebration,event_planner,no_delivery,paytm,fast_casual
10,medium,fast_casual,celebration,family,self_pickup,cash,fast_casual
10,medium,fast_casual,casual_outing,food_enthusiast,no_delivery,card,fast_casual
13,medium,fast_casual,celebration,food_enthusiast,self_pickup,cash,fast_casual
12,medium,fast_casual,celebration,family,self_pickup,cash,fast_casual
9,medium,fast_casual,daily_meal,working_professional,app_delivery,card,fast_casual
10,high,fast_casual,casual_outing,student,app_delivery,card,fast_casual
10,low,fast_casual,daily_meal,family,self_pickup,cash,fast_casual
11,high,fast_casual,casual_outing,working_professional,self_pickup,card,fast_casual
13,low,fast_casual,daily_meal,working_professional,self_pickup,paytm,fast_casual
14,medium,fast_casual,celebration,family,app_delivery,upi,fast_casual
